"Run ID","Flow","precision","Hyperparameters"
"2336818","mlr.classif.svm(7)","1","cost:466172254812,kernel:polynomial,degree:4,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"2336824","mlr.classif.svm(7)","1","cost:3338012824776,gamma:0718406054595557,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"2336826","mlr.classif.svm(7)","1","cost:959311017705,gamma:0116195750885458,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"2336827","mlr.classif.svm(7)","1","cost:2083386970156,gamma:972935396482778,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"2336829","mlr.classif.svm(7)","1","cost:361933684871,kernel:polynomial,degree:2,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"2336845","mlr.classif.svm(7)","1","cost:4163026806107,kernel:polynomial,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"2336847","mlr.classif.svm(7)","1","cost:329196370921,gamma:93369129455217,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"2336848","mlr.classif.svm(7)","1","cost:3650818490177,gamma:134375577425803,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"2336868","mlr.classif.svm(7)","1","cost:025724171137,kernel:polynomial,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"2336875","mlr.classif.svm(7)","1","cost:996006001286,kernel:polynomial,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"2336877","mlr.classif.svm(7)","1","cost:643125090536,gamma:0230604506564458,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"2336879","mlr.classif.svm(7)","1","cost:806803098494,kernel:polynomial,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"2336883","mlr.classif.svm(7)","1","cost:5959419059738,kernel:polynomial,degree:2,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"2336889","mlr.classif.svm(7)","1","cost:620181372016,gamma:0537948602970407,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"2336906","mlr.classif.svm(7)","1","cost:976993638574,kernel:polynomial,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"2336918","mlr.classif.svm(7)","1","cost:637747927766,gamma:42369065897911,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"2336923","mlr.classif.svm(7)","1","cost:527776943556,kernel:polynomial,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"2336930","mlr.classif.svm(7)","1","cost:70363193851,gamma:739913159179853,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"2336933","mlr.classif.svm(7)","1","cost:9840763424308,kernel:polynomial,degree:2,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"2336935","mlr.classif.svm(7)","1","cost:9576264636773,kernel:polynomial,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"2336937","mlr.classif.svm(7)","1","cost:4526285903136,gamma:05812327579396,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"2336939","mlr.classif.svm(7)","1","cost:522407012615,kernel:polynomial,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"2336947","mlr.classif.svm(7)","1","cost:570904854302,kernel:polynomial,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"2336954","mlr.classif.svm(7)","1","cost:899565497908,gamma:163789838488474,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"2336965","mlr.classif.svm(7)","1","cost:646484013945,gamma:0079286826931039,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"2385148","mlr.classif.ranger(9)","1","num.trees:93,mtry:4,sample.fraction:929495412763208,respect.unordered.factors:TRUE,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"2385185","mlr.classif.ranger(9)","1","num.trees:867,mtry:5,replace:FALSE,sample.fraction:513736689812504,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"2385230","mlr.classif.ranger(9)","1","num.trees:218,mtry:4,sample.fraction:951794206979685,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"2385252","mlr.classif.ranger(9)","1","num.trees:1901,mtry:4,sample.fraction:713065721630119,respect.unordered.factors:TRUE,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"2385283","mlr.classif.ranger(9)","1","num.trees:418,mtry:6,sample.fraction:647099772980437,respect.unordered.factors:TRUE,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"2385291","mlr.classif.ranger(9)","1","num.trees:938,mtry:5,sample.fraction:99990057554096,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"2385363","mlr.classif.ranger(9)","1","num.trees:1934,mtry:4,replace:FALSE,sample.fraction:726390653755516,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"2385382","mlr.classif.ranger(9)","1","num.trees:1562,mtry:6,replace:FALSE,sample.fraction:858280718023889,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"2385385","mlr.classif.ranger(9)","1","num.trees:1332,mtry:6,replace:FALSE,sample.fraction:796966801490635,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"2385386","mlr.classif.ranger(9)","1","num.trees:699,mtry:4,replace:FALSE,sample.fraction:821407676348463,respect.unordered.factors:TRUE,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"2385391","mlr.classif.ranger(9)","1","num.trees:1219,mtry:6,replace:FALSE,sample.fraction:780261165974662,respect.unordered.factors:TRUE,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"2385394","mlr.classif.ranger(9)","1","num.trees:767,mtry:6,replace:FALSE,sample.fraction:358725364413112,respect.unordered.factors:TRUE,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"2385408","mlr.classif.ranger(9)","1","num.trees:416,mtry:5,replace:FALSE,sample.fraction:657598975067958,respect.unordered.factors:TRUE,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"2385502","mlr.classif.ranger(9)","1","num.trees:1336,mtry:4,replace:FALSE,sample.fraction:435417968360707,respect.unordered.factors:TRUE,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"2385505","mlr.classif.ranger(9)","1","num.trees:1131,mtry:4,sample.fraction:61637818259187,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"2385521","mlr.classif.ranger(9)","1","num.trees:719,mtry:6,replace:FALSE,sample.fraction:82836133276578,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"2385547","mlr.classif.ranger(9)","1","num.trees:1864,mtry:5,sample.fraction:903940814523958,respect.unordered.factors:TRUE,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"2385552","mlr.classif.ranger(9)","1","num.trees:492,mtry:3,replace:FALSE,sample.fraction:888229906396009,respect.unordered.factors:TRUE,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"2385554","mlr.classif.ranger(9)","1","num.trees:1711,mtry:5,replace:FALSE,sample.fraction:642030778690241,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"2385555","mlr.classif.ranger(9)","1","num.trees:1562,mtry:4,sample.fraction:750150860869326,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"2385556","mlr.classif.ranger(9)","1","num.trees:1752,mtry:6,replace:FALSE,sample.fraction:759804495098069,respect.unordered.factors:TRUE,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"2385565","mlr.classif.ranger(9)","1","num.trees:1429,mtry:3,replace:FALSE,sample.fraction:84052448219154,respect.unordered.factors:TRUE,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"2385569","mlr.classif.ranger(9)","1","num.trees:1931,mtry:3,replace:FALSE,sample.fraction:787515576602891,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"2385593","mlr.classif.ranger(9)","1","num.trees:1280,mtry:5,sample.fraction:974769428116269,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"2385614","mlr.classif.ranger(9)","1","num.trees:1078,mtry:5,replace:FALSE,sample.fraction:720092947059311,respect.unordered.factors:TRUE,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6304830","mlr.classif.xgboost(9)","1","eta:0518412963331933,depth:9,weight:07199779124402,subsample:953836197010241,bytree:729870877228677,bylevel:543105482822284,lambda:00231971591457183,alpha:0118624813499518,nthread:1,nrounds:4826,verbose:0,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6304883","mlr.classif.xgboost(9)","1","eta:120660065225358,depth:15,weight:36870550068213,subsample:317940399469808,bytree:611069289967418,bylevel:489378665341064,lambda:7285934646445,alpha:00157107860192461,nthread:1,nrounds:3466,verbose:0,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6304913","mlr.classif.xgboost(9)","1","eta:129616715599497,depth:4,weight:44407780739642,subsample:53382405822631,bytree:836252050474286,bylevel:669142007827759,lambda:4170210119507,alpha:00562186811137149,nthread:1,nrounds:4231,verbose:0,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6305020","mlr.classif.xgboost(9)","1","eta:78646188736749,depth:8,weight:01362361548852,subsample:410682437336072,bytree:638966878410429,bylevel:821568843675777,lambda:00346791285327577,alpha:00948735332220418,nthread:1,nrounds:2009,verbose:0,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6305087","mlr.classif.xgboost(9)","1","eta:012454367057594,depth:13,weight:26621426297641,subsample:719135926500894,bytree:512279313057661,bylevel:819669131422415,lambda:082203514012859,alpha:305180363169537,nthread:1,nrounds:1504,verbose:0,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6305144","mlr.classif.xgboost(9)","1","eta:00628294027467965,depth:14,weight:65083345961156,subsample:867953670443967,bytree:970286861294881,bylevel:847133205970749,lambda:0433728509136433,alpha:00232443274211924,nthread:1,nrounds:1474,verbose:0,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6305334","mlr.classif.xgboost(9)","1","eta:0819345840051119,depth:4,weight:51658439126054,subsample:299505214183591,bytree:811519187642261,bylevel:204975899076089,lambda:04045632577209,alpha:490580714588293,nthread:1,nrounds:4145,verbose:0,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6305408","mlr.classif.xgboost(9)","1","eta:0405341657670694,depth:5,weight:08094914281283,subsample:907695674546994,bytree:624066069955006,bylevel:274155095685273,lambda:260677562576243,alpha:012503916229173,nthread:1,nrounds:375,verbose:0,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6305436","mlr.classif.xgboost(9)","1","eta:00539079218292454,depth:14,weight:06172623848694,subsample:346690870495513,bytree:358940836274996,bylevel:942369607510045,lambda:485632211822997,alpha:296582224933547,nthread:1,nrounds:4057,verbose:0,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6305562","mlr.classif.xgboost(9)","1","eta:488426955956275,depth:14,weight:16346515070895,subsample:495252756215632,bytree:540763587225229,bylevel:366152437403798,lambda:0132206167205185,alpha:00419755971947894,nthread:1,nrounds:4701,verbose:0,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6305564","mlr.classif.xgboost(9)","1","eta:153343133288088,depth:2,weight:13183620346451,subsample:909806466591544,bytree:426166828721762,bylevel:509144511073828,lambda:9624351469489,alpha:40976751977837,nthread:1,nrounds:1217,verbose:0,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6305624","mlr.classif.xgboost(9)","1","eta:942570092771486,depth:12,weight:17680723252938,subsample:321565870358609,bytree:467370651196688,bylevel:414867076091468,lambda:7990975242129,alpha:00648646990040481,nthread:1,nrounds:2035,verbose:0,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6305704","mlr.classif.xgboost(9)","1","eta:338291531859736,depth:8,weight:10331222026914,subsample:868016954651102,bytree:762512390734628,bylevel:526346486527473,lambda:6413254502761,alpha:494884561675329,nthread:1,nrounds:676,verbose:0,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6305758","mlr.classif.xgboost(9)","1","eta:00152729250032786,depth:15,weight:30603432117979,subsample:363600026792847,bytree:453809445956722,bylevel:889599380083382,lambda:0557634804677488,alpha:019311924811691,nthread:1,nrounds:3735,verbose:0,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6305797","mlr.classif.xgboost(9)","1","eta:342351714362907,depth:12,weight:36553818240731,subsample:573130416683853,bytree:148063659202307,bylevel:534387694904581,lambda:511522846390966,alpha:541769339677136,nthread:1,nrounds:2724,verbose:0,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6305838","mlr.classif.xgboost(9)","1","eta:0347055099425839,depth:9,weight:62541033034675,subsample:278902301308699,bytree:754356630844995,bylevel:182797870831564,lambda:763696385857772,alpha:00172020916739707,nthread:1,nrounds:1940,verbose:0,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6305948","mlr.classif.xgboost(9)","1","eta:0263382824818601,depth:7,weight:20206388227166,subsample:78409059769474,bytree:988288347842172,bylevel:92393117165193,lambda:44242360475032,alpha:00405307996244941,nthread:1,nrounds:306,verbose:0,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6306094","mlr.classif.xgboost(9)","1","eta:00319767725760046,weight:65609472483728,subsample:272453347360715,bytree:656970198033378,bylevel:538534371182323,lambda:474900810923033,alpha:00104398925069305,nthread:1,nrounds:1608,verbose:0,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6306211","mlr.classif.xgboost(9)","1","eta:0108417798518406,depth:11,weight:72333806743162,subsample:416877839551307,bytree:854404358193278,bylevel:841509584337473,lambda:0185408283473516,alpha:00108733716824459,nthread:1,nrounds:2716,verbose:0,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6306262","mlr.classif.xgboost(9)","1","eta:0315060310496789,depth:12,weight:14607655942316,subsample:490815530065447,bytree:507251607021317,bylevel:592657217988744,lambda:247892159852,alpha:0235835097411508,nthread:1,nrounds:1471,verbose:0,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6306363","mlr.classif.xgboost(9)","1","eta:0339958994411805,depth:14,weight:61122853464665,subsample:99196129469201,bytree:370570672908798,bylevel:35671772994101,lambda:270599974478044,alpha:00980156980746278,nthread:1,nrounds:2378,verbose:0,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6306431","mlr.classif.xgboost(9)","1","eta:584481915282895,depth:11,weight:09493811208711,subsample:820534172235057,bytree:901340009411797,bylevel:632123964605853,lambda:3473070925897,alpha:391014654129,nthread:1,nrounds:1103,verbose:0,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6306543","mlr.classif.xgboost(9)","1","eta:380811589719182,depth:7,weight:20132381821386,subsample:914927899534814,bytree:120992881478742,bylevel:711583088384941,lambda:4653857873739,alpha:0770643960307459,nthread:1,nrounds:2453,verbose:0,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6306674","mlr.classif.xgboost(9)","1","eta:953762936552264,depth:3,weight:2495622545363,subsample:761135453521274,bytree:553105370607227,bylevel:554085787618533,lambda:710265188264,alpha:00161048086749814,nthread:1,nrounds:1146,verbose:0,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6306775","mlr.classif.xgboost(9)","1","eta:827447688571336,depth:5,weight:92300589312215,subsample:771256932266988,bytree:589488105848432,bylevel:553216160507873,lambda:115343821306,alpha:0068777529946834,nthread:1,nrounds:2631,verbose:0,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6306979","mlr.classif.xgboost(9)","1","eta:225532677624432,depth:5,weight:91033799792527,subsample:913515984709375,bytree:413008241914213,bylevel:240285459905863,lambda:4923811824764,alpha:206852746990076,nthread:1,nrounds:3707,verbose:0,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6307008","mlr.classif.xgboost(9)","1","eta:72941850648455,weight:25416100104168,subsample:286361245042644,bytree:937654923647642,bylevel:500854109413922,lambda:9267915417964,alpha:155627974832212,nthread:1,nrounds:3268,verbose:0,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6307019","mlr.classif.xgboost(9)","1","eta:00223362748297936,depth:4,weight:82117589932427,subsample:824169044476002,bytree:578772031702101,bylevel:536330013535917,lambda:60296605434505,alpha:517757805953442,nthread:1,nrounds:4888,verbose:0,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6307198","mlr.classif.xgboost(9)","1","eta:00765972895236661,depth:4,weight:90351247249835,subsample:214989098976366,bytree:887677192920819,bylevel:66466894838959,lambda:550877505034467,alpha:0424134541453222,nthread:1,nrounds:4512,verbose:0,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6307216","mlr.classif.xgboost(9)","1","eta:00515205992537321,depth:9,weight:00024379181618,subsample:57608710473869,bytree:977346071740612,bylevel:858003272907808,lambda:00605546922447428,alpha:00342824537416665,nthread:1,nrounds:785,verbose:0,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6307225","mlr.classif.xgboost(9)","1","eta:0146134893171884,depth:10,weight:16100090345266,subsample:305377542646602,bytree:457595177460462,bylevel:199064510175958,lambda:0393174107046937,alpha:00265589160529236,nthread:1,nrounds:2333,verbose:0,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6307270","mlr.classif.xgboost(9)","1","eta:793602715179919,depth:15,weight:24906776102815,subsample:634726598416455,bytree:965320448158309,bylevel:783587148180231,lambda:00346809467316956,alpha:00547498093792312,nthread:1,nrounds:4656,verbose:0,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6307282","mlr.classif.xgboost(9)","1","eta:0809194238491253,depth:5,weight:22290671077074,subsample:541294820862822,bytree:795754811028019,bylevel:380809672642499,lambda:0286226397826758,alpha:85747794911791,nthread:1,nrounds:2015,verbose:0,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6307286","mlr.classif.xgboost(9)","1","eta:743365757885143,depth:5,weight:27579326774249,subsample:5086431206204,bytree:465734546072781,bylevel:92115742713213,lambda:0748209883908242,alpha:0154393807922328,nthread:1,nrounds:3162,verbose:0,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6307291","mlr.classif.xgboost(9)","1","eta:0254375804031898,depth:2,weight:0122199932515,subsample:844794382085092,bytree:599728673463687,bylevel:793690620688722,lambda:207631740333931,alpha:88296268210773,nthread:1,nrounds:3808,verbose:0,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6307391","mlr.classif.xgboost(9)","1","eta:697402203685965,depth:3,weight:16913119618703,subsample:341814383794554,bytree:450282754609361,bylevel:481886392692104,lambda:23342129044524,alpha:0157525647687311,nthread:1,nrounds:1961,verbose:0,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6307421","mlr.classif.xgboost(9)","1","eta:027738994096411,weight:11325501060827,subsample:28677883062046,bytree:874558053677902,bylevel:925594908418134,lambda:0610180319123181,alpha:00295399775175081,nthread:1,nrounds:2664,verbose:0,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6307476","mlr.classif.xgboost(9)","1","eta:0056745955843108,weight:75010516518215,subsample:902031761268154,bytree:915661291684955,bylevel:710812001489103,lambda:00261809296072003,alpha:403935751994157,nthread:1,nrounds:3302,verbose:0,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6307553","mlr.classif.xgboost(9)","1","eta:799611381520354,depth:7,weight:68674103425429,subsample:464786398550496,bytree:301886169938371,bylevel:98334050970152,lambda:226874904906304,alpha:42794256514077,nthread:1,nrounds:4787,verbose:0,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6307581","mlr.classif.xgboost(9)","1","eta:165175594695473,depth:13,weight:4199314569298,subsample:808137959172018,bytree:711123920977116,bylevel:295647790422663,lambda:00135593659691438,alpha:0142959869756714,nthread:1,nrounds:3228,verbose:0,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6307635","mlr.classif.xgboost(9)","1","eta:0764719175719206,depth:5,weight:50244172607857,subsample:184081819886342,bytree:995322741568089,bylevel:731623297790065,lambda:94666946399811,alpha:0409852440669925,nthread:1,nrounds:3300,verbose:0,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6307636","mlr.classif.xgboost(9)","1","eta:0153561956169931,depth:2,weight:38330688908274,subsample:437687013251707,bytree:470874818973243,bylevel:791518095415086,lambda:49691819762602,alpha:00200480080087239,nthread:1,nrounds:4349,verbose:0,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6307857","mlr.classif.xgboost(9)","1","eta:291187782820421,depth:4,weight:57798958219238,subsample:90967616843991,bytree:676325229695067,bylevel:47254232596606,lambda:230721893352521,alpha:73093743060024,nthread:1,nrounds:3222,verbose:0,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
